Hugo_Symbol	type	freq	data	class	n.samples	n.patients
FLT3	HR+	0.0069	brca_tcga_pan_can_atlas_2018	Primary	696	696
TSHR	HR+	0.0069	brca_tcga_pan_can_atlas_2018	Primary	696	696
NTRK3	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
IKBKE	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
NOTCH1	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
CIC	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
FLT1	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
PAX5	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
NF2	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
ETV1	HR+	0.0069	brca_tcga_pan_can_atlas_2018	Primary	696	696
FGFR1	HR+	0.0069	brca_tcga_pan_can_atlas_2018	Primary	696	696
CDC73	HR+	0.0069	brca_tcga_pan_can_atlas_2018	Primary	696	696
MRE11A	HR+	0.0069	brca_tcga_pan_can_atlas_2018	Primary	696	696
CBL	HR+	0.0069	brca_tcga_pan_can_atlas_2018	Primary	696	696
SMAD2	HR+	0.0069	brca_tcga_pan_can_atlas_2018	Primary	696	696
TNFAIP3	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
GNA11	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
PALB2	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
BCL6	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
PIK3CG	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
FH	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
SYK	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
PIK3R2	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
MYC	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
PMS2	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
AR	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
PPP2R1A	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
TGFBR2	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
AURKA	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
PRKAR1A	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
MAP2K2	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
CCND2	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
EZH2	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
WT1	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
NTRK1	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
MAP2K1	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
DAXX	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
NFE2L2	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
MEN1	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
CDKN1B	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
SMARCD1	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
PDGFRB	HR+	0.0138	brca_tcga_pan_can_atlas_2018	Primary	696	696
PIK3CD	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
CHEK2	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
BCL2L1	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
GATA2	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
IL7R	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
HNF1A	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
ERCC3	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
FOXP1	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
HRAS	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
FGFR4	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
RAF1	HR+	0.0092	brca_tcga_pan_can_atlas_2018	Primary	696	696
IKZF1	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
CD79B	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
SRC	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
NRAS	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
ERG	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
ERCC2	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
FLT4	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
GNAQ	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
STK11	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
MDM4	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
PHOX2B	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
MAPK1	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
MDM2	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
MYCL	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
TNFRSF14	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
MUTYH	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
KEAP1	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
PTPN11	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
IDH1	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
CSF1R	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
SOX2	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
SMO	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
RECQL4	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
AKT2	HR+	0.0046	brca_tcga_pan_can_atlas_2018	Primary	696	696
NOTCH4	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
GATA1	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
CDK6	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
FOXO1	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
FANCC	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
FOXO3	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
CDK4	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
SDHB	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
CCNE1	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
CHEK1	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
MITF	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
MPL	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
JUN	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
SMARCB1	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
NBN	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
ADGRA2	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
AKT3	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
SOCS1	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
CCND1	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
TOP1	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
PIM1	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
AURKB	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
REL	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
SDHA	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
FLCN	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
BCL2	HR+	0	brca_tcga_pan_can_atlas_2018	Primary	696	696
IRF4	HR+	0.0023	brca_tcga_pan_can_atlas_2018	Primary	696	696
TP53	HER2+	0.2812	brca_tcga_pan_can_atlas_2018	Primary	78	78
SYNE1	HER2+	0.0625	brca_tcga_pan_can_atlas_2018	Primary	78	78
MAP3K1	HER2+	0.0562	brca_tcga_pan_can_atlas_2018	Primary	78	78
KMT2C	HER2+	0.0625	brca_tcga_pan_can_atlas_2018	Primary	78	78
CDH1	HER2+	0.0438	brca_tcga_pan_can_atlas_2018	Primary	78	78
AKAP9	HER2+	0.0438	brca_tcga_pan_can_atlas_2018	Primary	78	78
NF1	HER2+	0.0375	brca_tcga_pan_can_atlas_2018	Primary	78	78
PTPRD	HER2+	0.0438	brca_tcga_pan_can_atlas_2018	Primary	78	78
MYH9	HER2+	0.0312	brca_tcga_pan_can_atlas_2018	Primary	78	78
ARID1A	HER2+	0.0312	brca_tcga_pan_can_atlas_2018	Primary	78	78
NCOR1	HER2+	0.0562	brca_tcga_pan_can_atlas_2018	Primary	78	78
MAP2K4	HER2+	0.025	brca_tcga_pan_can_atlas_2018	Primary	78	78
BRCA2	HER2+	0.0312	brca_tcga_pan_can_atlas_2018	Primary	78	78
PTEN	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
ATRX	HER2+	0.025	brca_tcga_pan_can_atlas_2018	Primary	78	78
KMT2D	HER2+	0.025	brca_tcga_pan_can_atlas_2018	Primary	78	78
MTOR	HER2+	0.025	brca_tcga_pan_can_atlas_2018	Primary	78	78
SF3B1	HER2+	0.025	brca_tcga_pan_can_atlas_2018	Primary	78	78
USP9X	HER2+	0.025	brca_tcga_pan_can_atlas_2018	Primary	78	78
NOTCH2	HER2+	0.0312	brca_tcga_pan_can_atlas_2018	Primary	78	78
TET1	HER2+	0.0312	brca_tcga_pan_can_atlas_2018	Primary	78	78
ATM	HER2+	0.0438	brca_tcga_pan_can_atlas_2018	Primary	78	78
SETD2	HER2+	0.0312	brca_tcga_pan_can_atlas_2018	Primary	78	78
UBR5	HER2+	0.025	brca_tcga_pan_can_atlas_2018	Primary	78	78
ASXL2	HER2+	0.0312	brca_tcga_pan_can_atlas_2018	Primary	78	78
ARID1B	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
ERBB2	HER2+	0.0312	brca_tcga_pan_can_atlas_2018	Primary	78	78
TAF1	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
PRDM1	HER2+	0.025	brca_tcga_pan_can_atlas_2018	Primary	78	78
CBFB	HER2+	0.0312	brca_tcga_pan_can_atlas_2018	Primary	78	78
CASP8	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
ERBB3	HER2+	0.0562	brca_tcga_pan_can_atlas_2018	Primary	78	78
AKT1	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
ROS1	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
BRCA1	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
AMER1	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
KMT2A	HER2+	0.0375	brca_tcga_pan_can_atlas_2018	Primary	78	78
PTPRT	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
ERBB4	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
KDM6A	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
NSD1	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
BLM	HER2+	0.0375	brca_tcga_pan_can_atlas_2018	Primary	78	78
ATR	HER2+	0.025	brca_tcga_pan_can_atlas_2018	Primary	78	78
PIK3R1	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
SMARCA4	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
CTCF	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
RUNX1	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
TBX3	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
EP300	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
PARP1	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
GATA3	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
CARD11	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
XPO1	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
BAP1	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
PDE4DIP	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
CREBBP	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
FBXW7	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
BRAF	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
EGFR	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
RB1	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
PTCH1	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
EPHB1	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
APC	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
ASXL1	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
KIT	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
JAK3	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
ERCC5	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
ALK	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
ARID2	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
KDR	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
FGFR2	HER2+	0.025	brca_tcga_pan_can_atlas_2018	Primary	78	78
JAK1	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
MSH6	HER2+	0.0312	brca_tcga_pan_can_atlas_2018	Primary	78	78
MLH1	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
IGF1R	HER2+	0.025	brca_tcga_pan_can_atlas_2018	Primary	78	78
DDR2	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
PDGFRA	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
DNMT3A	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
RAD50	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
MET	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
MAP3K13	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
TET2	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
FANCA	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
KDM5C	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
BRIP1	HER2+	0.0312	brca_tcga_pan_can_atlas_2018	Primary	78	78
ESR1	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
FANCD2	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
PIK3CB	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
KRAS	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
DICER1	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
JAK2	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
PMS1	HER2+	0.025	brca_tcga_pan_can_atlas_2018	Primary	78	78
PBRM1	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
BTK	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
GNAS	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
TSC1	HER2+	0.0312	brca_tcga_pan_can_atlas_2018	Primary	78	78
CTNNA1	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
SMAD4	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
ABL1	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
AXL	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
ARID5B	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
LIFR	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
RET	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
ERCC4	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
EPHA3	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
CDK12	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
MSH2	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
TSC2	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
FLT3	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
TSHR	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
NTRK3	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
IKBKE	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
NOTCH1	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
CIC	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
FLT1	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
PAX5	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
NF2	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
ETV1	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
FGFR1	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
CDC73	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
MRE11A	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
CBL	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
SMAD2	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
TNFAIP3	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
GNA11	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
PALB2	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
BCL6	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
PIK3CG	HER2+	0.0188	brca_tcga_pan_can_atlas_2018	Primary	78	78
FH	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
SYK	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
PIK3R2	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
MYC	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
PMS2	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
AR	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
PPP2R1A	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
TGFBR2	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
AURKA	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
PRKAR1A	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
MAP2K2	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
CCND2	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
EZH2	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
WT1	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
NTRK1	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
MAP2K1	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
DAXX	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
NFE2L2	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
MEN1	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
CDKN1B	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
SMARCD1	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
PDGFRB	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
PIK3CD	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
CHEK2	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
BCL2L1	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
GATA2	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
IL7R	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
HNF1A	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
ERCC3	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
FOXP1	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
HRAS	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
FGFR4	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
RAF1	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
IKZF1	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
CD79B	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
SRC	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
NRAS	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
ERG	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
ERCC2	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
FLT4	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
GNAQ	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
STK11	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
MDM4	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
PHOX2B	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
MAPK1	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
MDM2	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
MYCL	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
TNFRSF14	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
MUTYH	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
KEAP1	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
PTPN11	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
IDH1	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
CSF1R	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
SOX2	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
SMO	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
RECQL4	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
AKT2	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
NOTCH4	HER2+	0.0125	brca_tcga_pan_can_atlas_2018	Primary	78	78
GATA1	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
CDK6	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
FOXO1	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
FANCC	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
FOXO3	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
CDK4	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
SDHB	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
CCNE1	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
CHEK1	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
MITF	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
MPL	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
JUN	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
SMARCB1	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
NBN	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
ADGRA2	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
AKT3	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
SOCS1	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
CCND1	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
TOP1	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
PIM1	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
AURKB	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
REL	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
SDHA	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
FLCN	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
BCL2	HER2+	0.0062	brca_tcga_pan_can_atlas_2018	Primary	78	78
IRF4	HER2+	0	brca_tcga_pan_can_atlas_2018	Primary	78	78
TP53	TNBC	0.5259	brca_tcga_pan_can_atlas_2018	Primary	171	171
SYNE1	TNBC	0.0862	brca_tcga_pan_can_atlas_2018	Primary	171	171
MAP3K1	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
KMT2C	TNBC	0.0345	brca_tcga_pan_can_atlas_2018	Primary	171	171
CDH1	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
AKAP9	TNBC	0.0431	brca_tcga_pan_can_atlas_2018	Primary	171	171
NF1	TNBC	0.0345	brca_tcga_pan_can_atlas_2018	Primary	171	171
PTPRD	TNBC	0.0345	brca_tcga_pan_can_atlas_2018	Primary	171	171
MYH9	TNBC	0.0431	brca_tcga_pan_can_atlas_2018	Primary	171	171
ARID1A	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
NCOR1	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
MAP2K4	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
BRCA2	TNBC	0.0345	brca_tcga_pan_can_atlas_2018	Primary	171	171
PTEN	TNBC	0.0517	brca_tcga_pan_can_atlas_2018	Primary	171	171
ATRX	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
KMT2D	TNBC	0.069	brca_tcga_pan_can_atlas_2018	Primary	171	171
MTOR	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
SF3B1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
USP9X	TNBC	0.0345	brca_tcga_pan_can_atlas_2018	Primary	171	171
NOTCH2	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
TET1	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
