Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Karyotype band	Gene name
ENSG00000281501	25160641	25201440	4	p15.2	SEPSECS-AS1
ENSG00000038210	25160663	25279204	4	p15.2	PI4K2B
ENSG00000271172	25220403	25220913	4	p15.2	AC104662.1
ENSG00000278135	25250545	25250639	4	p15.2	U2
ENSG00000168228	25312774	25370383	4	p15.2	ZCCHC4
ENSG00000053900	25377263	25418498	4	p15.2	ANAPC4
ENSG00000249320	25472517	25473815	4	p15.2	AC133963.2
ENSG00000248608	25504997	25506675	4	p15.2	AC133963.1
ENSG00000248545	25529177	25619468	4	p15.2	AC105290.1
ENSG00000238632	25598564	25598625	4	p15.2	RNU7-126P
ENSG00000228154	25622777	25623601	4	p15.2	AC092436.1
ENSG00000157765	25648011	25678748	4	p15.2	SLC34A2
ENSG00000242640	25678850	25679020	4	p15.2	RPS29P11
ENSG00000249277	25686202	25686458	4	p15.2	AC092436.2
ENSG00000250050	25718082	25719745	4	p15.2	MTND4P9
ENSG00000248133	25719755	25720030	4	p15.2	MTND4LP22
ENSG00000251353	25720099	25720431	4	p15.2	MTND3P5
ENSG00000248654	25720516	25721056	4	p15.2	MTCO3P44
ENSG00000091490	25747433	25863760	4	p15.2	SEL1L3
ENSG00000250541	25770266	25773577	4	p15.2	AC092436.3
ENSG00000250317	25861830	25929874	4	p15.2	SMIM20
ENSG00000251009	25864881	25869550	4	p15.2	AC133961.1
ENSG00000283314	26070754	26104258	4	p15.2	LINC02357
ENSG00000248452	26111865	26113839	4	p15.2	AC097714.1
ENSG00000168214	26163455	26435131	4	p15.2	RBPJ
ENSG00000163394	26481396	26490484	4	p15.2	CCKAR
ENSG00000109680	26576437	26756223	4	p15.2	TBC1D19
ENSG00000200999	26702309	26702388	4	p15.2	AC107390.1
ENSG00000109689	26857601	27025381	4	p15.2	STIM2
ENSG00000240005	26859806	26860632	4	p15.2	STIM2-AS1
ENSG00000248340	26873561	26874349	4	p15.2	PIMREGP4
ENSG00000251080	27133996	27140051	4	p15.2	AC024132.2
ENSG00000205830	27207505	27218404	4	p15.2	AC024132.1
ENSG00000249699	27217479	27282225	4	p15.2	LINC02261
ENSG00000222206	27223319	27223427	4	p15.2	Y_RNA
ENSG00000251325	27262506	27267254	4	p15.2	AC024132.3
ENSG00000250858	27585145	27586144	4	p15.2	IGBP1P5
ENSG00000287389	27917753	27943065	4	p15.1	AC007106.2
ENSG00000251410	27964517	27985063	4	p15.1	AC007106.1
ENSG00000286321	28225969	28288297	4	p15.1	AC093791.2
ENSG00000250038	28343862	28402936	4	p15.1	AC093791.1
ENSG00000250064	28435449	28600275	4	p15.1	AC097480.1
ENSG00000286141	28580991	28600845	4	p15.1	AC097480.2
ENSG00000243548	28711198	28711476	4	p15.1	RN7SL101P
ENSG00000283275	28819582	28819668	4	p15.1	MIR4275
ENSG00000250927	28823244	28824211	4	p15.1	MESTP3
ENSG00000250190	28996498	29017256	4	p15.1	LINC02364
ENSG00000276507	29010619	29011021	4	p15.1	AC068944.2
ENSG00000249228	29046591	29048765	4	p15.1	AC068944.1
ENSG00000248176	29118304	29211696	4	p15.1	AC109349.1
ENSG00000248338	29214253	29291869	4	p15.1	LINC02472
ENSG00000251373	29407100	29408012	4	p15.1	AC092593.2
ENSG00000251113	29465701	29467850	4	p15.1	AC092593.1
ENSG00000283666	29510635	29510737	4	p15.1	U6
ENSG00000249542	29748757	29750100	4	p15.1	EEF1A1P21
ENSG00000249564	29907659	29907791	4	p15.1	AC097510.1
ENSG00000244031	29962644	29963758	4	p15.1	RPS3AP17
ENSG00000248281	30006951	30008316	4	p15.1	AC106868.1
ENSG00000286596	30718805	30721970	4	p15.1	AC098595.1
ENSG00000169851	30720415	31146805	4	p15.1	PCDH7
ENSG00000249678	30776257	30793970	4	p15.1	AC097716.1
ENSG00000250624	30884443	30885182	4	p15.1	MTCYBP43
ENSG00000251182	31171013	31211678	4	p15.1	LINC02497
ENSG00000251434	31350284	31351725	4	p15.1	AC104071.1
ENSG00000249882	31506422	31558831	4	p15.1	LINC02501
ENSG00000251129	31997376	32228543	4	p15.1	LINC02506
ENSG00000286212	32005076	32022483	4	p15.1	AC097654.1
ENSG00000251329	32351038	32353220	4	p15.1	LINC02353
ENSG00000286784	32583855	32745525	4	p15.1	AC116611.1
ENSG00000250076	33010948	33011746	4	p15.1	AC017013.1
ENSG00000287968	33150326	33208430	4	p15.1	AC093606.1
ENSG00000249452	33238239	33238670	4	p15.1	AC093878.1
ENSG00000249766	33400538	33400679	4	p15.1	AC097535.2
ENSG00000248417	33433510	33437877	4	p15.1	AC097535.1
ENSG00000288321	33467398	33693993	4	p15.1	AC079772.1
ENSG00000250954	33775498	34039914	4	p15.1	AC016687.3
ENSG00000250723	33850591	33982349	4	p15.1	AC016687.2
ENSG00000239983	33968174	33968526	4	p15.1	AC016687.1
ENSG00000248685	34120090	34335351	4	p15.1	LINC02484
ENSG00000287320	34140598	34180729	4	p15.1	AC110790.1
ENSG00000250597	34657606	34669432	4	p15.1	AC093689.1
ENSG00000275250	34714270	34714598	4	p15.1	AC093913.1
ENSG00000238694	34966241	34966344	4	p15.1	AC020589.1
ENSG00000250416	35487812	35489750	4	p15.1	SEC63P2
ENSG00000206665	35495898	35496003	4	p15.1	RNU6-573P
ENSG00000047365	35948221	36244514	4	p14	ARAP2
ENSG00000248466	36065060	36065726	4	p14	AC098827.1
ENSG00000247193	36244116	36274220	4	p14	AC104078.1
ENSG00000197057	36281616	36347511	4	p14	DTHD1
ENSG00000251438	36311190	36392410	4	p14	AC104078.2
ENSG00000283207	36426366	36426428	4	p14	MIR1255B1
ENSG00000248215	36496128	36641939	4	p14	LINC02505
ENSG00000251588	36506043	36508869	4	p14	AC125336.1
ENSG00000287416	36902242	36913339	4	p14	AC093746.1
ENSG00000261761	37001772	37023499	4	p14	LINC02616
ENSG00000247810	37073681	37133849	4	p14	AL136537.1
ENSG00000264319	37241910	37241991	4	p14	MIR4801
ENSG00000174145	37244743	37449463	4	p14	NWD2
ENSG00000154274	37453925	37623495	4	p14	C4orf19
ENSG00000288073	37454698	37476401	4	p14	AC022463.1
ENSG00000248936	37588087	37588875	4	p14	AC027607.1
ENSG00000181826	37590800	37686376	4	p14	RELL1
ENSG00000207075	37699895	37700002	4	p14	Y_RNA
ENSG00000239532	37821361	37821838	4	p14	AC108022.1
ENSG00000169299	37826660	37862937	4	p14	PGM2
ENSG00000279386	37866561	37867091	4	p14	AC021106.3
ENSG00000249863	37868292	37869978	4	p14	AC021106.1
ENSG00000065882	37891084	38139175	4	p14	TBC1D1
ENSG00000250254	37960398	37961128	4	p14	PTTG2
ENSG00000251332	37995494	37996203	4	p14	AC021106.2
ENSG00000249649	38006784	38007105	4	p14	MRPS33P2
ENSG00000287659	38276178	38279880	4	p14	AC098680.2
ENSG00000251642	38286994	38287491	4	p14	AC098680.1
ENSG00000248227	38366914	38385759	4	p14	LINC02513
ENSG00000280015	38390754	38391675	4	p14	AC024023.1
ENSG00000249534	38420662	38523180	4	p14	LINC01258
ENSG00000249667	38509767	38518056	4	p14	LINC01259
ENSG00000251635	38564003	38572022	4	p14	LINC02278
ENSG00000231160	38602438	38664914	4	p14	KLF3-AS1
ENSG00000271958	38618265	38619437	4	p14	AC021860.1
ENSG00000109787	38664197	38701517	4	p14	KLF3
ENSG00000222230	38758791	38758892	4	p14	RNA5SP158
ENSG00000174123	38772238	38782990	4	p14	TLR10
ENSG00000174125	38790677	38856817	4	p14	TLR1
ENSG00000174130	38823715	38856817	4	p14	TLR6
ENSG00000197712	38867677	38945739	4	p14	FAM114A1
ENSG00000207944	38868032	38868127	4	p14	MIR574
ENSG00000121895	38966744	39032922	4	p14	TMEM156
ENSG00000109790	39045039	39126857	4	p14	KLHL5
ENSG00000249207	39066974	39182258	4	p14	AC079921.1
ENSG00000249685	39133913	39135608	4	p14	AC079921.2
ENSG00000157796	39182504	39285810	4	p14	WDR19
ENSG00000035928	39287456	39366375	4	p14	RFC1
ENSG00000206675	39297605	39297711	4	p14	RNU6-32P
ENSG00000222592	39399149	39399248	4	p14	RNU6-887P
ENSG00000134962	39406930	39451533	4	p14	KLB
ENSG00000264621	39411910	39411974	4	p14	MIR5591
ENSG00000238797	39441665	39441764	4	p14	AC021148.2
ENSG00000163682	39452587	39458931	4	p14	RPL9
ENSG00000121897	39459004	39485109	4	p14	LIAS
ENSG00000224097	39480255	39481905	4	p14	AC021148.1
ENSG00000109814	39498755	39528311	4	p14	UGDH
ENSG00000249348	39528019	39594707	4	p14	UGDH-AS1
ENSG00000287262	39539395	39546073	4	p14	AC021148.3
ENSG00000163683	39546336	39638902	4	p14	SMIM14
ENSG00000286349	39614465	39618488	4	p14	AC108471.3
ENSG00000252796	39621012	39621073	4	p14	RNU7-11P
ENSG00000255458	39639107	39666879	4	p14	AC108471.2
ENSG00000078140	39698109	39782792	4	p14	UBE2K
ENSG00000252975	39710085	39710176	4	p14	Y_RNA
ENSG00000249019	39713842	39714451	4	p14	AC108471.1
ENSG00000243260	39761000	39761298	4	p14	RN7SL558P
ENSG00000180610	39770081	39771371	4	p14	ZBTB12BP
ENSG00000121892	39822863	39977956	4	p14	PDS5A
ENSG00000271278	39932454	39933561	4	p14	ELOCP33
ENSG00000252970	39936753	39936855	4	p14	RNA5SP159
ENSG00000250568	39973128	39973442	4	p14	AC098591.3
ENSG00000231707	39973444	39974338	4	p14	PABPC1P1
ENSG00000249064	40020240	40021517	4	p14	KRT18P25
ENSG00000205794	40042917	40057199	4	p14	AC098591.2
ENSG00000078177	40056850	40158252	4	p14	N4BP2
ENSG00000200455	40077884	40077982	4	p14	RNU6-1112P
ENSG00000201863	40082983	40083106	4	p14	AC098591.1
ENSG00000248977	40142198	40142365	4	p14	AC095057.1
ENSG00000260296	40166675	40167831	4	p14	AC095057.3
ENSG00000286089	40187170	40190464	4	p14	AC095057.4
ENSG00000168421	40191053	40246967	4	p14	RHOH
ENSG00000250338	40265472	40266457	4	p14	AC095057.2
ENSG00000249241	40316485	40330419	4	p14	LINC02265
ENSG00000174343	40335333	40355217	4	p14	CHRNA9
ENSG00000239010	40377452	40377513	4	p14	RNU7-74P
ENSG00000163694	40423267	40630875	4	p14	RBM47
ENSG00000250893	40426119	40427585	4	p14	AC098869.2
ENSG00000242197	40491733	40492024	4	p14	AC098869.1
ENSG00000263642	40502040	40502119	4	p14	MIR4802
ENSG00000287182	40743627	40750865	4	p14	AC131953.2
ENSG00000179299	40749925	40811184	4	p14	NSUN7
ENSG00000248780	40786110	40786710	4	p14	ARL4AP2
ENSG00000163697	40810027	41216714	4	p13	APBB2
ENSG00000250906	40812779	40826151	4	p14	AC131953.1
ENSG00000207195	40826655	40826765	4	p14	Y_RNA
ENSG00000201736	40990154	40990273	4	p14	RNA5SP160
ENSG00000199790	41084607	41084713	4	p14	RNU6-836P
ENSG00000207198	41113942	41114045	4	p14	RNU6-1195P
ENSG00000251173	41220074	41256727	4	p13	UCHL1-AS1
ENSG00000154277	41256413	41268455	4	p13	UCHL1
ENSG00000207481	41303237	41303337	4	p13	Y_RNA
ENSG00000064042	41359607	41700044	4	p13	LIMCH1
ENSG00000239627	41389115	41389593	4	p13	RPL12P20
ENSG00000287762	41608312	41612411	4	p13	AC108050.1
ENSG00000249216	41688858	41692797	4	p13	AC105389.2
ENSG00000249081	41722538	41723512	4	p13	OR5M14P
ENSG00000109132	41744082	41748725	4	p13	PHOX2B
ENSG00000250467	41748293	41824119	4	p13	PHOX2B-AS1
ENSG00000249122	41750345	41757341	4	p13	AC105389.1
ENSG00000200338	41771945	41772103	4	p13	RNU1-49P
ENSG00000249745	41842154	41843950	4	p13	HMGB1P28
ENSG00000245870	41872747	41882955	4	p13	LINC00682
ENSG00000249771	41883060	41935075	4	p13	AC108210.1
ENSG00000249887	41924180	41924380	4	p13	AC108210.2
ENSG00000109133	41935129	41960803	4	p13	TMEM33
ENSG00000182308	41981756	41986465	4	p13	DCAF4L1
ENSG00000272862	41988741	41989237	4	p13	AC106052.1
ENSG00000014824	41990502	42090461	4	p13	SLC30A9
ENSG00000249212	42029209	42030123	4	p13	ATP1B1P1
ENSG00000188848	42110853	42152878	4	p13	BEND4
ENSG00000285454	42151028	42268110	4	p13	AC111006.1
ENSG00000250781	42281830	42391651	4	p13	AC024022.1
ENSG00000178343	42397488	42402487	4	p13	SHISA3
ENSG00000124406	42408373	42657105	4	p13	ATP8A1
ENSG00000240167	42471810	42472380	4	p13	RPS7P7
ENSG00000248283	42561457	42562425	4	p13	CCNL2P1
ENSG00000260519	42657496	42657928	4	p13	AC096734.2
ENSG00000251517	42706107	42707335	4	p13	AC096734.1
ENSG00000252595	42892396	42892618	4	p13	RN7SKP82
ENSG00000215203	42893267	43030658	4	p13	GRXCR1
ENSG00000248939	43133867	43234956	4	p13	AC111198.1
ENSG00000250657	43340875	43345600	4	p13	AC097451.1
ENSG00000277096	43388157	43388437	4	p13	AC098590.2
ENSG00000213851	43410041	43410937	4	p13	AC098590.1
ENSG00000248143	43457527	43492543	4	p13	LINC02383
ENSG00000251501	43586328	43588097	4	p13	AC114774.1
ENSG00000239464	43598544	43598844	4	p13	RN7SL691P
ENSG00000286891	43763134	43972184	4	p13	AC080132.1
ENSG00000239679	43863274	43863549	4	p13	RN7SL193P
ENSG00000124399	43898962	43899351	4	p13	NDUFB4P12
ENSG00000250863	43972921	44025516	4	p13	AC114757.1
ENSG00000251350	44016700	44022063	4	p13	LINC02475
ENSG00000183783	44173903	44448809	4	p13	KCTD8
ENSG00000251159	44533615	44533880	4	p13	AC093852.1
ENSG00000177752	44622065	44678556	4	p12	YIPF7
ENSG00000151806	44678420	44700928	4	p12	GUF1
ENSG00000163281	44682200	44726588	4	p12	GNPDA2
ENSG00000273369	44693946	44694386	4	p12	AC096586.2
ENSG00000272936	44704405	44704965	4	p12	AC096586.1
ENSG00000249729	44840380	44841402	4	p12	AC093755.1
ENSG00000248987	44944015	44944961	4	p12	PRDX4P1
ENSG00000275959	44994426	44996022	4	p12	AC108467.2
ENSG00000248744	45009540	45051652	4	p12	AC108467.1
ENSG00000248320	45323253	45326028	4	p12	THAP12P9
ENSG00000224560	45414337	45414910	4	p12	AC108043.1
ENSG00000200720	45480030	45480136	4	p12	RNU6-931P
ENSG00000222257	45995119	45995423	4	p12	RN7SKP199
ENSG00000163285	46035769	46124054	4	p12	GABRG1
ENSG00000260878	46243548	46244215	4	p12	AC104072.1
ENSG00000151834	46243548	46475230	4	p12	GABRA2
ENSG00000249330	46390255	46510194	4	p12	AC095060.1
ENSG00000252243	46531237	46531342	4	p12	RNU6-412P
ENSG00000249936	46723830	46724408	4	p12	RAC1P2
ENSG00000170516	46734827	46909245	4	p12	COX7B2
ENSG00000109158	46918900	46993581	4	p12	GABRA4
ENSG00000163288	46993723	47426447	4	p12	GABRB1
ENSG00000260918	47431960	47438959	4	p12	AC107398.3
ENSG00000169019	47450787	47463702	4	p12	COMMD8
ENSG00000282904	47463590	47470477	4	p12	AC107398.4
ENSG00000286294	47481001	47485210	4	p12	AC107398.5
ENSG00000145246	47485275	47593486	4	p12	ATP10D
ENSG00000242431	47490967	47491471	4	p12	AC107398.1
ENSG00000248254	47556731	47560259	4	p12	AC107398.2
ENSG00000145244	47593999	47838106	4	p12	CORIN
ENSG00000277388	47652669	47652743	4	p12	MIR8053
ENSG00000242262	47706372	47706987	4	p12	AC092597.1
ENSG00000282917	47831330	47897965	4	p12	AC107068.2
ENSG00000259959	47840122	47844339	4	p12	AC107068.1
ENSG00000170448	47847233	47914667	4	p12	NFXL1
ENSG00000163293	47914142	48040173	4	p12	NIPAL1
ENSG00000198515	47935977	48016681	4	p12	CNGA1
ENSG00000074966	48066393	48134250	4	p12	TXK
ENSG00000200269	48106081	48106188	4	p12	RNU6-838P
ENSG00000283499	48109353	48109410	4	p12	AC079118.2
ENSG00000135605	48135783	48269838	4	p11	TEC
ENSG00000202014	48153434	48153535	4	p12	AC079118.1
ENSG00000109171	48341529	48426201	4	p11	SLAIN2
ENSG00000145248	48483343	48489526	4	p11	SLC10A4
ENSG00000182223	48490252	48494389	4	p11	ZAR1
ENSG00000075539	48497357	48780322	4	p11	FRYL
ENSG00000251722	48574453	48574520	4	p11	RNU5E-3P
ENSG00000109180	48805212	48861817	4	p11	OCIAD1
ENSG00000248256	48852008	48860203	4	p11	OCIAD1-AS1
ENSG00000145247	48885019	48906937	4	p11	OCIAD2
ENSG00000252913	48932755	48932854	4	p11	RNU6-158P
ENSG00000251334	48936582	48936880	4	p11	AC020593.1
ENSG00000109182	48986275	49062081	4	p11	CWH43
ENSG00000225455	49016682	49017154	4	p11	TPI1P4
ENSG00000249828	49203171	49203726	4	p11	AC118282.3
ENSG00000249079	49212251	49212624	4	p11	AC118282.2
ENSG00000280043	49229573	49231284	4	p11	AC118282.4
ENSG00000250016	49233289	49233965	4	p11	SNX18P23
ENSG00000237961	49238032	49245419	4	p11	AC118282.1
ENSG00000268736	49246021	49246538	4	p11	MTCO3P39
ENSG00000248946	49246601	49246915	4	p11	MTND3P22
ENSG00000248583	49486926	49489554	4	p11	AC119751.3
ENSG00000251056	49502145	49506022	4	p11	ANKRD20A17P
ENSG00000250769	49507764	49508806	4	p11	AC119751.5
ENSG00000248532	49523648	49523857	4	p11	AC119751.2
ENSG00000269848	49524030	49524185	4	p11	AC119751.8
ENSG00000268967	49548564	49548855	4	p11	AC119751.7
ENSG00000268391	49548918	49549435	4	p11	MTCO3P42
ENSG00000232471	49550032	49557400	4	p11	AC119751.1
ENSG00000251630	49561285	49561470	4	p11	AC119751.6
ENSG00000251539	49561479	49562149	4	p11	SNX18P24
ENSG00000250753	49579833	49580189	4	p11	AC119751.4
ENSG00000249337	49588772	49589529	4	p11	SNX18P25
ENSG00000109184	51843000	51916837	4	q12	DCUN1D4
ENSG00000250473	51865050	51865535	4	q12	DUTP7
ENSG00000272576	51918772	51919381	4	q12	AC027271.1
ENSG00000243929	51978079	51978372	4	q12	AC104784.1
ENSG00000188993	51993702	52017620	4	q12	LRRC66
ENSG00000163069	52020706	52038299	4	q12	SGCB
ENSG00000251040	52044805	52046954	4	q12	LINC02480
ENSG00000163071	52051304	52097299	4	q12	SPATA18
ENSG00000287999	52252820	52551574	4	q12	AC097522.2
ENSG00000251286	52440494	52441535	4	q12	AC097522.1
ENSG00000199924	52494849	52494952	4	q12	RNU6-1252P
ENSG00000109189	52590960	52659301	4	q12	USP46
ENSG00000248866	52659406	52661668	4	q12	USP46-DT
ENSG00000260120	52680609	52692999	4	q12	AC104066.4
ENSG00000226950	52712325	52723623	4	q12	DANCR
ENSG00000250302	52712394	52866821	4	q12	LINC01618
ENSG00000264585	52712682	52712747	4	q12	MIR4449
ENSG00000286161	52712713	52722377	4	q12	AC104066.5
ENSG00000212588	52713249	52713370	4	q12	SNORA26
ENSG00000248375	52720081	52720831	4	q12	AC104066.3
ENSG00000226887	52722618	52751586	4	q12	ERVMER34-1
ENSG00000212490	52748137	52748259	4	q12	AC104066.2
ENSG00000199901	52786537	52786638	4	q12	AC104066.1
ENSG00000128045	52862317	52866835	4	q12	RASL11B
ENSG00000184178	52872982	53366066	4	q12	SCFD2
ENSG00000248115	52945649	52958087	4	q12	AC023154.1
ENSG00000207385	53265461	53265567	4	q12	RNU6-310P
ENSG00000145216	53377641	53460862	4	q12	FIP1L1
ENSG00000282278	53377839	54295272	4	q12	AC058822.1
ENSG00000072201	53459301	53701405	4	q12	LNX1
ENSG00000250930	53496400	53549578	4	q12	LNX1-AS1
ENSG00000173966	53575713	53576387	4	q12	AC095040.1
ENSG00000248494	53592956	53604047	4	q12	LNX1-AS2
ENSG00000249341	53659208	53737156	4	q12	AC124017.1
ENSG00000249706	53899871	53916835	4	q12	AC105384.1
ENSG00000250815	53927499	53928138	4	q12	AC105384.2
ENSG00000229585	53986587	53987058	4	q12	RPL21P44
ENSG00000272650	53997415	53997712	4	q12	AC110792.3
ENSG00000109220	54009789	54064605	4	q12	CHIC2
ENSG00000269506	54059597	54061210	4	q12	AC110792.2
ENSG00000287534	54065239	54078454	4	q12	AC110792.4
ENSG00000251105	54076625	54076848	4	q12	AC110792.1
ENSG00000250147	54086926	54087783	4	q12	MORF4L2P1
ENSG00000180613	54099523	54102498	4	q12	GSX2
ENSG00000242670	54221126	54221472	4	q12	RPL22P13
ENSG00000134853	54229280	54298245	4	q12	PDGFRA
ENSG00000248184	54332892	54355954	4	q12	LINC02283
ENSG00000248518	54376002	54376752	4	q12	AC098587.1
ENSG00000251264	54440502	54446723	4	q12	AC098868.1
ENSG00000250456	54603211	54607131	4	q12	LINC02260
ENSG00000157404	54657918	54740715	4	q12	KIT
ENSG00000249727	54836041	54845470	4	q12	AC097494.1
ENSG00000251256	54845568	54859241	4	q12	LINC02358
ENSG00000248317	54943626	54957832	4	q12	AC111194.1
ENSG00000244422	54976159	54976371	4	q12	RPL38P3
ENSG00000252815	55031965	55032071	4	q12	RNU6-410P
ENSG00000250646	55053060	55092534	4	q12	AC111194.2
ENSG00000244034	55063738	55064026	4	q12	RN7SL424P
ENSG00000128052	55078481	55125595	4	q12	KDR
ENSG00000287060	55157877	55161880	4	q12	AC021220.2
ENSG00000239545	55215624	55215919	4	q12	RN7SL822P
ENSG00000250812	55219344	55219973	4	q12	AC021220.1
ENSG00000206839	55294490	55294598	4	q12	RNU6-746P
ENSG00000250464	55313011	55313924	4	q12	LRRC34P2
ENSG00000128039	55346242	55373100	4	q12	SRD5A3
ENSG00000251111	55351812	55352408	4	q12	FCF1P8
ENSG00000249700	55363971	55395847	4	q12	SRD5A3-AS1
ENSG00000273257	55387949	55388271	4	q12	AC069200.1
ENSG00000134851	55395957	55453397	4	q12	TMEM165
ENSG00000239040	55412636	55412738	4	q12	Y_RNA
ENSG00000134852	55427903	55546909	4	q12	CLOCK
ENSG00000238585	55501595	55501708	4	q12	Y_RNA
ENSG00000223305	55540502	55540835	4	q12	RN7SKP30
ENSG00000272969	55547112	55547889	4	q12	AC024243.1
ENSG00000163440	55556519	55592245	4	q12	PDCL2
ENSG00000109255	55595229	55636698	4	q12	NMU
ENSG00000251923	55798636	55798731	4	q12	RNU6-276P
ENSG00000250821	55819790	55837489	4	q12	EXOC1L
ENSG00000090989	55853648	55905086	4	q12	EXOC1
ENSG00000202358	55885595	55885701	4	q12	RNU6-652P
ENSG00000286599	55889743	55903177	4	q12	AC110611.1
ENSG00000287382	55938153	55947996	4	q12	AC110611.2
ENSG00000174799	55948871	56033361	4	q12	CEP135
ENSG00000109265	56049073	56328625	4	q12	CRACD
ENSG00000200741	56097390	56097504	4	q12	RNA5SP161
ENSG00000252489	56288485	56288584	4	q12	RNU6-197P
ENSG00000286093	56291601	56299873	4	q12	AC022267.1
ENSG00000250324	56320719	56321334	4	q12	MRPL22P1
ENSG00000157426	56338287	56387508	4	q12	AASDH
ENSG00000242083	56356135	56356932	4	q12	RPL7AP31
ENSG00000269921	56387625	56388153	4	q12	AC068620.1
ENSG00000128059	56393362	56435615	4	q12	PPAT
ENSG00000270147	56396312	56396871	4	q12	AC068620.2
ENSG00000283156	56410516	56431548	4	q12	AC068620.3
ENSG00000128050	56435741	56464578	4	q12	PAICS
ENSG00000174780	56467617	56503681	4	q12	SRP72
ENSG00000196503	56505209	56524959	4	q12	ARL9
ENSG00000249693	56530606	56603507	4	q12	THEGL
ENSG00000248590	56593004	56595681	4	q12	GLDCP1
ENSG00000171476	56647988	56681899	4	q12	HOPX
ENSG00000280285	56662469	56665694	4	q12	AC108215.1
ENSG00000241250	56710060	56710614	4	q12	RPL17P20
ENSG00000227040	56760919	56761485	4	q12	AC022483.1
ENSG00000240545	56794348	56794642	4	q12	RN7SL492P
ENSG00000265894	56805834	56806131	4	q12	RN7SL357P
ENSG00000128040	56809860	56821742	4	q12	SPINK2
ENSG00000278226	56810422	56810681	4	q12	AC022483.3
ENSG00000251799	56818218	56818314	4	q12	AC022483.2
ENSG00000084093	56907876	56966808	4	q12	REST
ENSG00000269949	56960927	56961373	4	q12	AC069307.1
ENSG00000084092	56963350	56977606	4	q12	NOA1
ENSG00000047315	56977722	57031158	4	q12	POLR2B
ENSG00000251703	57002692	57002792	4	q12	RNU6-998P
ENSG00000163453	57030773	57110385	4	q12	IGFBP7
ENSG00000250384	57072683	57073132	4	q12	UBE2CP3
ENSG00000245067	57109762	57207459	4	q12	IGFBP7-AS1
ENSG00000287369	57110547	57111400	4	q12	AC111197.1
ENSG00000250192	57154577	57156452	4	q12	AC105390.1
ENSG00000243920	57352999	57353329	4	q12	RPS26P24
ENSG00000248505	57424495	57478341	4	q12	LINC02380
ENSG00000251459	57490808	57495844	4	q12	AC013724.1
ENSG00000251049	57595940	57605872	4	q12	AC107396.1
ENSG00000250333	57605694	57658800	4	q12	AC093725.2
ENSG00000249831	57720035	57724655	4	q12	AC093725.1
ENSG00000285998	57841721	57855271	4	q12	AC104790.1
ENSG00000248660	58103147	58103434	4	q12	SRIP1
ENSG00000249105	58117758	58118070	4	q12	AC096725.1
ENSG00000250340	58524515	58536328	4	q13.1	LINC02494
ENSG00000250078	58562160	58565212	4	q13.1	AC019133.1
ENSG00000251339	58780626	58984194	4	q13.1	AC017091.1
ENSG00000249382	58939288	58988182	4	q13.1	LINC02619
ENSG00000251266	58984215	59046959	4	q13.1	LINC02429
ENSG00000250375	59047020	59075256	4	q13.1	AC097501.1
ENSG00000286097	59150924	59180414	4	q13.1	AC108517.2
ENSG00000249111	59152834	59176146	4	q13.1	AC108517.1
ENSG00000199780	59533786	59533898	4	q13.1	Y_RNA
ENSG00000249392	59551142	59630324	4	q13.1	AC096588.1
ENSG00000249892	59767816	59792114	4	q13.1	AC093857.1
ENSG00000201676	59833175	59833276	4	q13.1	Y_RNA
ENSG00000201775	59834063	59834167	4	q13.1	RNU6-1325P
ENSG00000287174	59903404	59920670	4	q13.1	AC092596.1
ENSG00000283043	60038269	60038586	4	q13.1	AC097655.1
ENSG00000249066	60750575	60796103	4	q13.1	LINC02496
ENSG00000248237	60784115	60784696	4	q13.1	AC105420.1
ENSG00000265829	60922619	60922684	4	q13.1	MIR548AG1
ENSG00000240152	61143656	61153962	4	q13.1	LINC02271
ENSG00000150471	61201258	62078335	4	q13.1	ADGRL3
ENSG00000241261	61211652	61212203	4	q13.1	RPL17P19
ENSG00000205682	61420246	61428221	4	q13.1	AC020741.1
ENSG00000226439	61775449	61775850	4	q13.1	AC108161.1
ENSG00000202169	61906313	61906408	4	q13.1	Y_RNA
ENSG00000248692	62071752	62165554	4	q13.1	ADGRL3-AS1
ENSG00000225405	62105660	62106049	4	q13.1	RPS15AP17
ENSG00000241344	62248294	62248770	4	q13.1	RPL21P47
ENSG00000250249	62291562	62292337	4	q13.1	AC105313.1
ENSG00000288567	62454245	62454403	4	q13.1	AC074087.2
ENSG00000248847	62489495	62490218	4	q13.1	AC074087.1
ENSG00000248336	62510469	62510771	4	q13.1	HMGN1P11
ENSG00000180673	62816826	62818794	4	q13.1	EXOC5P1
ENSG00000251055	63128311	63143881	4	q13.1	AC097491.1
ENSG00000231442	63350114	63351472	4	q13.1	LARP1BP1
ENSG00000250775	63465511	63529761	4	q13.1	AC093730.1
ENSG00000205678	64275257	64409468	4	q13.1	TECRL
ENSG00000252104	64397694	64397787	4	q13.1	RNU6-191P
ENSG00000250768	64430909	64433215	4	q13.1	DPP3P1
ENSG00000251430	64606418	64606613	4	q13.1	MTCO3P27
ENSG00000251385	64607703	64608831	4	q13.1	MTCYBP16
ENSG00000249893	64608905	64609424	4	q13.1	MTND6P16
ENSG00000250169	64609454	64610532	4	q13.1	MTND5P13
ENSG00000248259	64610616	64610909	4	q13.1	MTND4LP31
ENSG00000249045	64610980	64611308	4	q13.1	MTND3P24
